merchant_id,risk_score,decision,industry_risk,business_age_risk,chargeback_risk,velocity_risk,geographic_risk,pattern_risk,risk_factors,scored_at
MERCH_00008068,18.45,APPROVE,4.761904761904761,40,10,20,25,25,,2026-02-13 04:21:47.839981
MERCH_00008069,14.15,APPROVE,9.523809523809526,25,10,20,20,0,,2026-02-13 04:21:48.000637
MERCH_00008070,40.81,REVIEW,19.047619047619047,40,50,50,35,50,,2026-02-13 04:21:48.146784
MERCH_00008071,34.45,REVIEW,4.761904761904761,60,50,20,55,25,No website presence,2026-02-13 04:21:48.307836
MERCH_00008072,22.25,APPROVE,0.0,25,50,20,20,0,,2026-02-13 04:21:48.473723
MERCH_00008073,36.31,REVIEW,19.047619047619047,15,75,20,25,50,Elevated chargeback rate: 3.67%,2026-02-13 04:21:48.627550
MERCH_00008074,29.07,APPROVE,42.857142857142854,60,10,20,35,15,No website presence,2026-02-13 04:21:48.790122
MERCH_00008075,32.95,REVIEW,4.761904761904761,80,50,20,35,0,New business: 30 days; No website presence,2026-02-13 04:21:48.951389
MERCH_00008076,17.5,APPROVE,0.0,60,10,20,20,0,,2026-02-13 04:21:49.113166
MERCH_00008077,19.32,APPROVE,42.857142857142854,15,10,20,20,0,,2026-02-13 04:21:49.279735
MERCH_00008078,19.4,APPROVE,9.523809523809526,60,10,20,20,0,,2026-02-13 04:21:49.441626
MERCH_00008079,35.31,REVIEW,19.047619047619047,80,50,20,30,0,New business: 30 days,2026-02-13 04:21:49.599923
MERCH_00008080,21.7,APPROVE,4.761904761904761,15,50,20,20,0,,2026-02-13 04:21:49.748631
MERCH_00008081,17.25,APPROVE,0.0,25,10,20,20,50,,2026-02-13 04:21:49.882901
MERCH_00008082,21.95,APPROVE,4.761904761904761,40,10,20,35,50,No website presence,2026-02-13 04:21:50.012720
MERCH_00008083,27.15,APPROVE,9.523809523809526,25,50,20,35,15,No website presence,2026-02-13 04:21:50.154264
MERCH_00008084,22.06,APPROVE,19.047619047619047,25,10,20,30,50,,2026-02-13 04:21:50.294534
MERCH_00008085,26.21,APPROVE,28.57142857142857,40,30,20,30,0,,2026-02-13 04:21:50.416992
MERCH_00008086,29.31,APPROVE,19.047619047619047,80,30,20,20,0,New business: 74 days,2026-02-13 04:21:50.559677
MERCH_00008087,21.56,APPROVE,19.047619047619047,25,10,20,25,50,,2026-02-13 04:21:50.700533
MERCH_00008088,37.71,REVIEW,28.57142857142857,15,75,20,20,50,Elevated chargeback rate: 2.53%,2026-02-13 04:21:50.844009
MERCH_00008089,38.7,REVIEW,4.761904761904761,80,75,20,30,0,New business: 30 days; Elevated chargeback rate: 2.07%,2026-02-13 04:21:50.988023
MERCH_00008090,26.21,APPROVE,28.57142857142857,80,10,20,20,0,New business: 41 days,2026-02-13 04:21:51.122478
MERCH_00008091,23.45,APPROVE,4.761904761904761,80,10,20,25,15,New business: 89 days,2026-02-13 04:21:51.253999
MERCH_00008092,47.06,REVIEW,19.047619047619047,80,75,20,35,50,New business: 75 days; Elevated chargeback rate: 3.75%; No website presence,2026-02-13 04:21:51.374024
MERCH_00008093,34.45,REVIEW,4.761904761904761,80,50,20,35,15,New business: 46 days; No website presence,2026-02-13 04:21:51.486430
MERCH_00008094,33.25,REVIEW,100.0,25,10,20,30,0,High-risk industry: Cryptocurrency,2026-02-13 04:21:51.616632
MERCH_00008095,40.31,REVIEW,19.047619047619047,80,50,20,30,50,New business: 60 days,2026-02-13 04:21:51.734083
MERCH_00008096,30.4,REVIEW,9.523809523809526,15,75,20,35,0,Elevated chargeback rate: 3.72%; No website presence,2026-02-13 04:21:51.857057
MERCH_00008097,15.2,APPROVE,4.761904761904761,15,10,20,55,0,No website presence,2026-02-13 04:21:52.003983
MERCH_00008098,43.46,REVIEW,28.57142857142857,80,75,20,30,0,New business: 30 days; Elevated chargeback rate: 3.03%,2026-02-13 04:21:52.157505
MERCH_00008099,31.4,REVIEW,9.523809523809526,40,50,20,55,15,No website presence,2026-02-13 04:21:52.310169
MERCH_00008100,30.07,REVIEW,42.857142857142854,80,10,20,30,0,New business: 30 days,2026-02-13 04:21:52.459808
MERCH_00008101,37.45,REVIEW,4.761904761904761,80,50,20,30,50,New business: 30 days,2026-02-13 04:21:52.609140
MERCH_00008102,26.21,APPROVE,28.57142857142857,40,10,20,30,50,,2026-02-13 04:21:52.759741
MERCH_00008103,15.7,APPROVE,4.761904761904761,25,10,20,45,0,No website presence,2026-02-13 04:21:52.907021
MERCH_00008104,32.9,REVIEW,9.523809523809526,25,75,20,20,25,Elevated chargeback rate: 2.28%,2026-02-13 04:21:53.058021
MERCH_00008105,23.32,APPROVE,42.857142857142854,25,10,20,45,0,,2026-02-13 04:21:53.217173
MERCH_00008106,51.99,REVIEW,76.19047619047619,80,75,20,20,0,High-risk industry: Gambling; New business: 30 days; Elevated chargeback rate: 2.14%,2026-02-13 04:21:53.380280
MERCH_00008107,25.2,APPROVE,4.761904761904761,25,50,20,25,15,,2026-02-13 04:21:53.542264
MERCH_00008108,14.5,APPROVE,0.0,40,10,20,20,0,,2026-02-13 04:21:53.693388
MERCH_00008109,38.21,REVIEW,28.57142857142857,60,50,20,30,40,,2026-02-13 04:21:53.841960
MERCH_00008110,37.75,REVIEW,0.0,80,75,20,30,0,New business: 52 days; Elevated chargeback rate: 3.38%,2026-02-13 04:21:53.989875
MERCH_00008111,24.75,APPROVE,0.0,25,50,20,30,15,,2026-02-13 04:21:54.131517
MERCH_00008112,21.45,APPROVE,4.761904761904761,80,10,20,20,0,New business: 86 days,2026-02-13 04:21:54.280978
MERCH_00008113,20.7,APPROVE,4.761904761904761,25,30,20,20,25,,2026-02-13 04:21:54.425206
MERCH_00008114,53.06,REVIEW,19.047619047619047,80,95,20,45,50,New business: 79 days; Elevated chargeback rate: 5.73%,2026-02-13 04:21:54.552271
MERCH_00008115,28.5,APPROVE,0.0,25,75,20,20,0,Elevated chargeback rate: 2.60%,2026-02-13 04:21:54.700960
MERCH_00008116,32.06,REVIEW,19.047619047619047,25,50,20,30,50,,2026-02-13 04:21:54.839946
MERCH_00008117,16.65,APPROVE,9.523809523809526,15,10,20,35,25,No website presence,2026-02-13 04:21:55.001699
MERCH_00008118,32.45,REVIEW,4.761904761904761,80,50,20,30,0,New business: 77 days,2026-02-13 04:21:55.162020
MERCH_00008119,31.7,REVIEW,4.761904761904761,40,75,20,20,0,Elevated chargeback rate: 3.42%,2026-02-13 04:21:55.311164
MERCH_00008120,28.4,APPROVE,9.523809523809526,40,50,20,40,0,,2026-02-13 04:21:55.451532
MERCH_00008121,36.49,REVIEW,76.19047619047619,25,30,20,35,25,High-risk industry: Gambling,2026-02-13 04:21:55.599285
MERCH_00008122,19.15,APPROVE,9.523809523809526,25,10,20,20,50,,2026-02-13 04:21:55.753610
MERCH_00008123,24.65,APPROVE,9.523809523809526,25,50,20,25,0,,2026-02-13 04:21:55.908410
MERCH_00008124,41.96,REVIEW,28.57142857142857,60,75,20,45,0,Elevated chargeback rate: 3.93%; No website presence,2026-02-13 04:21:56.068701
MERCH_00008125,38.57,REVIEW,42.857142857142854,25,75,20,20,15,Elevated chargeback rate: 3.36%,2026-02-13 04:21:56.228201
MERCH_00008126,53.96,REVIEW,28.57142857142857,80,95,20,35,50,New business: 53 days; Elevated chargeback rate: 5.06%; No website presence,2026-02-13 04:21:56.378254
MERCH_00008127,34.81,REVIEW,19.047619047619047,80,30,20,25,50,New business: 30 days,2026-02-13 04:21:56.530897
MERCH_00008128,22.5,APPROVE,0.0,40,30,20,50,0,No website presence,2026-02-13 04:21:56.692451
MERCH_00008129,31.0,REVIEW,0.0,25,75,20,20,25,Elevated chargeback rate: 2.22%,2026-02-13 04:21:56.842471
MERCH_00008130,36.06,REVIEW,19.047619047619047,40,75,20,35,0,Elevated chargeback rate: 3.57%; No website presence,2026-02-13 04:21:56.999210
MERCH_00008131,26.45,APPROVE,4.761904761904761,80,10,20,20,50,New business: 31 days,2026-02-13 04:21:57.165809
MERCH_00008132,28.2,APPROVE,4.761904761904761,25,50,20,20,50,,2026-02-13 04:21:57.334230
MERCH_00008133,19.25,APPROVE,0.0,25,10,20,40,50,No website presence,2026-02-13 04:21:57.503484
MERCH_00008134,21.45,APPROVE,4.761904761904761,40,30,20,30,0,,2026-02-13 04:21:57.677472
MERCH_00008135,31.95,REVIEW,4.761904761904761,80,30,20,25,50,New business: 30 days,2026-02-13 04:21:57.827898
MERCH_00008136,34.45,REVIEW,4.761904761904761,60,50,20,30,50,,2026-02-13 04:21:57.977791
MERCH_00008137,36.07,REVIEW,42.857142857142854,80,10,20,40,50,New business: 31 days; No website presence,2026-02-13 04:21:58.124731
MERCH_00008138,17.45,APPROVE,4.761904761904761,40,10,20,40,0,,2026-02-13 04:21:58.280550
MERCH_00008139,22.95,APPROVE,4.761904761904761,80,10,20,20,15,New business: 36 days,2026-02-13 04:21:58.437498
MERCH_00008140,39.7,REVIEW,4.761904761904761,60,75,20,20,50,Elevated chargeback rate: 3.95%,2026-02-13 04:21:58.604865
MERCH_00008141,26.21,APPROVE,28.57142857142857,80,10,20,20,0,New business: 30 days,2026-02-13 04:21:58.770274
MERCH_00008142,34.45,REVIEW,4.761904761904761,80,50,20,50,0,New business: 30 days; No website presence,2026-02-13 04:21:58.930224
MERCH_00008143,47.46,REVIEW,28.57142857142857,80,75,20,20,50,New business: 67 days; Elevated chargeback rate: 3.54%,2026-02-13 04:21:59.076302
MERCH_00008144,32.25,REVIEW,0.0,40,75,20,20,15,Elevated chargeback rate: 4.28%,2026-02-13 04:21:59.230726
MERCH_00008145,51.74,REVIEW,76.19047619047619,60,50,20,60,50,High-risk industry: Gambling,2026-02-13 04:21:59.378968
MERCH_00008146,18.56,APPROVE,19.047619047619047,25,10,20,45,0,No website presence,2026-02-13 04:21:59.545687
MERCH_00008147,36.45,REVIEW,4.761904761904761,25,95,20,40,0,Elevated chargeback rate: 6.76%; No website presence,2026-02-13 04:21:59.718630
MERCH_00008148,51.82,REVIEW,42.857142857142854,80,75,20,35,50,New business: 89 days; Elevated chargeback rate: 2.71%; No website presence,2026-02-13 04:21:59.873497
MERCH_00008149,36.5,REVIEW,0.0,80,50,20,30,50,New business: 30 days,2026-02-13 04:22:00.029147
MERCH_00008150,25.65,APPROVE,9.523809523809526,25,50,20,20,15,,2026-02-13 04:22:00.185481
MERCH_00008151,32.56,REVIEW,19.047619047619047,25,50,20,35,50,No website presence,2026-02-13 04:22:00.337792
MERCH_00008152,52.06,REVIEW,19.047619047619047,80,95,20,45,40,New business: 35 days; Elevated chargeback rate: 16.96%; No website presence,2026-02-13 04:22:00.491342
MERCH_00008153,21.06,APPROVE,19.047619047619047,25,10,20,20,50,,2026-02-13 04:22:00.649100
MERCH_00008154,10.75,APPROVE,0.0,15,10,20,20,0,,2026-02-13 04:22:00.823072
MERCH_00008155,30.65,REVIEW,9.523809523809526,25,50,20,35,50,No website presence,2026-02-13 04:22:00.970155
MERCH_00008156,36.21,REVIEW,28.57142857142857,15,75,20,40,15,Elevated chargeback rate: 3.40%,2026-02-13 04:22:01.131019
MERCH_00008157,27.31,APPROVE,19.047619047619047,60,10,20,30,50,,2026-02-13 04:22:01.283144
MERCH_00008158,30.5,REVIEW,0.0,40,50,20,30,50,,2026-02-13 04:22:01.436604
MERCH_00008159,25.7,APPROVE,4.761904761904761,25,30,20,45,50,No website presence,2026-02-13 04:22:01.592542
MERCH_00008160,29.07,APPROVE,42.857142857142854,80,10,20,20,0,New business: 30 days,2026-02-13 04:22:01.751802
MERCH_00008161,44.06,REVIEW,19.047619047619047,60,75,20,35,50,Elevated chargeback rate: 4.77%; No website presence,2026-02-13 04:22:01.900219
MERCH_00008162,23.32,APPROVE,42.857142857142854,25,10,20,30,15,,2026-02-13 04:22:02.049128
MERCH_00008163,32.31,REVIEW,19.047619047619047,15,75,20,20,15,Elevated chargeback rate: 2.39%,2026-02-13 04:22:02.199073
MERCH_00008164,25.31,APPROVE,19.047619047619047,80,10,20,30,0,New business: 73 days,2026-02-13 04:22:02.352496
MERCH_00008165,35.81,REVIEW,19.047619047619047,80,50,20,20,15,New business: 34 days,2026-02-13 04:22:02.516013
MERCH_00008166,27.07,APPROVE,42.857142857142854,60,10,20,30,0,,2026-02-13 04:22:02.673895
MERCH_00008167,18.7,APPROVE,4.761904761904761,25,10,20,25,50,,2026-02-13 04:22:02.824129
MERCH_00008168,28.4,APPROVE,9.523809523809526,80,30,20,30,0,New business: 30 days,2026-02-13 04:22:02.975769
MERCH_00008169,12.65,APPROVE,9.523809523809526,15,10,20,20,0,,2026-02-13 04:22:03.141068
MERCH_00008170,21.4,APPROVE,9.523809523809526,40,10,20,55,15,No website presence,2026-02-13 04:22:03.295634
MERCH_00008171,17.25,APPROVE,0.0,25,10,20,20,50,,2026-02-13 04:22:03.438769
MERCH_00008172,28.95,APPROVE,4.761904761904761,80,10,20,45,50,New business: 53 days; No website presence,2026-02-13 04:22:03.591236
MERCH_00008173,23.32,APPROVE,42.857142857142854,25,10,20,45,0,No website presence,2026-02-13 04:22:03.744718
MERCH_00008174,19.5,APPROVE,0.0,40,10,20,20,50,,2026-02-13 04:22:03.895313
MERCH_00008175,33.07,REVIEW,42.857142857142854,40,50,20,20,0,,2026-02-13 04:22:04.057268
MERCH_00008176,15.5,APPROVE,0.0,40,10,20,30,0,,2026-02-13 04:22:04.219523
MERCH_00008177,32.21,REVIEW,28.57142857142857,80,10,20,30,50,New business: 47 days,2026-02-13 04:22:04.381029
MERCH_00008178,18.2,APPROVE,4.761904761904761,25,30,20,20,0,,2026-02-13 04:22:04.549668
MERCH_00008179,16.75,APPROVE,0.0,15,30,20,30,0,,2026-02-13 04:22:04.719381
MERCH_00008180,43.2,REVIEW,4.761904761904761,80,75,20,25,50,New business: 30 days; Elevated chargeback rate: 3.32%,2026-02-13 04:22:04.876163
MERCH_00008181,31.7,REVIEW,4.761904761904761,40,75,20,20,0,Elevated chargeback rate: 4.37%,2026-02-13 04:22:05.029787
MERCH_00008182,38.06,REVIEW,19.047619047619047,40,75,20,30,25,Elevated chargeback rate: 2.43%,2026-02-13 04:22:05.178229
MERCH_00008183,25.46,APPROVE,28.57142857142857,25,10,20,45,50,No website presence,2026-02-13 04:22:05.319539
MERCH_00008184,35.75,REVIEW,0.0,40,75,20,20,50,Elevated chargeback rate: 3.50%,2026-02-13 04:22:05.471200
MERCH_00008185,37.46,REVIEW,28.57142857142857,40,75,20,30,0,Elevated chargeback rate: 3.90%,2026-02-13 04:22:05.633756
MERCH_00008186,40.06,REVIEW,19.047619047619047,60,75,20,45,0,Elevated chargeback rate: 3.47%; No website presence,2026-02-13 04:22:05.786316
MERCH_00008187,16.0,APPROVE,0.0,40,10,20,20,15,,2026-02-13 04:22:05.930126
MERCH_00008188,14.15,APPROVE,9.523809523809526,25,10,20,20,0,,2026-02-13 04:22:06.083380
MERCH_00008189,43.7,REVIEW,4.761904761904761,80,75,20,30,50,New business: 30 days; Elevated chargeback rate: 2.73%,2026-02-13 04:22:06.237499
MERCH_00008190,18.45,APPROVE,4.761904761904761,60,10,20,20,0,,2026-02-13 04:22:06.402022
MERCH_00008191,19.75,APPROVE,0.0,25,10,20,55,40,No website presence,2026-02-13 04:22:06.564711
MERCH_00008192,28.95,APPROVE,4.761904761904761,40,50,20,55,0,No website presence,2026-02-13 04:22:06.728578
MERCH_00008193,23.0,APPROVE,0.0,40,30,20,30,25,,2026-02-13 04:22:06.890626
MERCH_00008194,38.25,REVIEW,0.0,80,75,20,35,0,New business: 60 days; Elevated chargeback rate: 4.16%; No website presence,2026-02-13 04:22:07.058776
MERCH_00008195,12.75,APPROVE,0.0,15,10,20,40,0,,2026-02-13 04:22:07.216169
MERCH_00008196,26.65,APPROVE,9.523809523809526,25,50,20,30,15,,2026-02-13 04:22:07.376303
MERCH_00008197,47.75,REVIEW,0.0,80,95,20,40,40,New business: 53 days; Elevated chargeback rate: 5.52%; No website presence,2026-02-13 04:22:07.528819
MERCH_00008198,40.2,REVIEW,4.761904761904761,80,75,20,45,0,New business: 30 days; Elevated chargeback rate: 3.69%; No website presence,2026-02-13 04:22:07.680639
MERCH_00008199,21.81,APPROVE,19.047619047619047,40,10,20,55,0,No website presence,2026-02-13 04:22:07.834755
MERCH_00008200,22.56,APPROVE,19.047619047619047,25,10,20,35,50,No website presence,2026-02-13 04:22:07.990289
MERCH_00008201,46.21,REVIEW,28.57142857142857,60,50,50,40,50,,2026-02-13 04:22:08.141647
MERCH_00008202,57.75,REVIEW,100.0,80,75,20,30,0,High-risk industry: Cryptocurrency; New business: 47 days; Elevated chargeback rate: 3.79%,2026-02-13 04:22:08.302571
MERCH_00008203,35.5,REVIEW,0.0,80,50,20,20,50,New business: 36 days,2026-02-13 04:22:08.462691
MERCH_00008204,33.95,REVIEW,4.761904761904761,80,50,20,45,0,New business: 38 days; No website presence,2026-02-13 04:22:08.624066
MERCH_00008205,28.2,APPROVE,4.761904761904761,25,50,20,20,50,,2026-02-13 04:22:08.776322
MERCH_00008206,20.45,APPROVE,4.761904761904761,40,10,20,20,50,,2026-02-13 04:22:08.925355
MERCH_00008207,18.75,APPROVE,0.0,25,10,20,35,50,No website presence,2026-02-13 04:22:09.079151
MERCH_00008208,23.45,APPROVE,4.761904761904761,80,10,20,40,0,New business: 79 days,2026-02-13 04:22:09.238479
MERCH_00008209,36.45,REVIEW,4.761904761904761,40,50,50,20,50,,2026-02-13 04:22:09.386626
MERCH_00008210,21.21,APPROVE,28.57142857142857,40,10,20,30,0,,2026-02-13 04:22:09.538887
MERCH_00008211,42.0,REVIEW,100.0,40,10,20,45,50,High-risk industry: Cryptocurrency; No website presence,2026-02-13 04:22:09.690657
MERCH_00008212,39.21,REVIEW,28.57142857142857,25,75,20,20,50,Elevated chargeback rate: 2.48%,2026-02-13 04:22:09.842207
MERCH_00008213,37.31,REVIEW,19.047619047619047,60,30,50,20,50,,2026-02-13 04:22:09.984087
MERCH_00008214,18.2,APPROVE,4.761904761904761,15,10,20,35,50,No website presence,2026-02-13 04:22:10.130546
MERCH_00008215,11.7,APPROVE,4.761904761904761,15,10,20,20,0,,2026-02-13 04:22:10.276982
MERCH_00008216,33.21,REVIEW,28.57142857142857,60,30,20,45,25,No website presence,2026-02-13 04:22:10.434306
MERCH_00008217,32.45,REVIEW,4.761904761904761,80,50,20,30,0,New business: 80 days,2026-02-13 04:22:10.583008
MERCH_00008218,21.15,APPROVE,9.523809523809526,25,10,20,40,50,,2026-02-13 04:22:10.739131
MERCH_00008219,16.4,APPROVE,9.523809523809526,40,10,20,20,0,,2026-02-13 04:22:10.898881
MERCH_00008220,25.21,APPROVE,28.57142857142857,40,30,20,20,0,,2026-02-13 04:22:11.043002
MERCH_00008221,38.74,REVIEW,76.19047619047619,80,10,20,25,25,High-risk industry: Gambling; New business: 39 days,2026-02-13 04:22:11.196450
MERCH_00008222,37.21,REVIEW,28.57142857142857,40,50,20,40,50,,2026-02-13 04:22:11.350190
MERCH_00008223,30.5,REVIEW,0.0,80,50,20,20,0,New business: 30 days,2026-02-13 04:22:11.501987
MERCH_00008224,30.46,REVIEW,28.57142857142857,25,50,20,30,15,,2026-02-13 04:22:11.651420
MERCH_00008225,25.06,APPROVE,19.047619047619047,15,10,20,75,50,No website presence,2026-02-13 04:22:11.817352
MERCH_00008226,24.81,APPROVE,19.047619047619047,80,10,20,25,0,New business: 47 days,2026-02-13 04:22:11.989056
MERCH_00008227,18.95,APPROVE,4.761904761904761,60,10,20,25,0,,2026-02-13 04:22:12.149594
MERCH_00008228,40.56,REVIEW,19.047619047619047,80,75,20,20,0,New business: 53 days; Elevated chargeback rate: 3.37%,2026-02-13 04:22:12.313757
MERCH_00008229,20.82,APPROVE,42.857142857142854,25,10,20,20,0,,2026-02-13 04:22:12.478447
MERCH_00008230,21.5,APPROVE,0.0,40,10,20,40,50,No website presence,2026-02-13 04:22:12.638714
MERCH_00008231,34.31,REVIEW,19.047619047619047,80,50,20,20,0,New business: 76 days,2026-02-13 04:22:12.810042
MERCH_00008232,40.56,REVIEW,19.047619047619047,80,75,20,20,0,New business: 30 days; Elevated chargeback rate: 2.87%,2026-02-13 04:22:12.979734
MERCH_00008233,31.57,REVIEW,42.857142857142854,80,10,20,30,15,New business: 30 days,2026-02-13 04:22:13.143373
MERCH_00008234,10.75,APPROVE,0.0,15,10,20,20,0,,2026-02-13 04:22:13.312634
MERCH_00008235,18.96,APPROVE,28.57142857142857,25,10,20,30,0,,2026-02-13 04:22:13.470623
MERCH_00008236,24.15,APPROVE,9.523809523809526,15,50,20,20,15,,2026-02-13 04:22:13.629932
MERCH_00008237,27.45,APPROVE,4.761904761904761,80,10,20,30,50,New business: 30 days,2026-02-13 04:22:13.778047
MERCH_00008238,32.75,REVIEW,0.0,40,75,20,40,0,Elevated chargeback rate: 2.13%,2026-02-13 04:22:13.946618
MERCH_00008239,55.5,REVIEW,100.0,80,50,20,20,50,High-risk industry: Cryptocurrency; New business: 30 days,2026-02-13 04:22:14.118662
MERCH_00008240,14.7,APPROVE,4.761904761904761,25,10,20,35,0,,2026-02-13 04:22:14.273680
MERCH_00008241,42.56,REVIEW,19.047619047619047,60,75,20,20,50,Elevated chargeback rate: 2.38%,2026-02-13 04:22:14.439859
MERCH_00008242,25.95,APPROVE,4.761904761904761,60,10,20,45,50,,2026-02-13 04:22:14.609623
MERCH_00008243,27.95,APPROVE,4.761904761904761,80,30,20,35,0,New business: 30 days; No website presence,2026-02-13 04:22:14.790677
MERCH_00008244,29.31,APPROVE,19.047619047619047,80,30,20,20,0,New business: 30 days,2026-02-13 04:22:14.965551
MERCH_00008245,28.45,APPROVE,4.761904761904761,60,50,20,20,0,,2026-02-13 04:22:15.127978
MERCH_00008246,29.9,APPROVE,9.523809523809526,15,75,20,30,0,Elevated chargeback rate: 2.75%,2026-02-13 04:22:15.302799
MERCH_00008247,44.56,REVIEW,19.047619047619047,80,75,20,45,15,New business: 32 days; Elevated chargeback rate: 4.56%; No website presence,2026-02-13 04:22:15.457447
MERCH_00008248,52.0,REVIEW,100.0,80,50,20,35,0,High-risk industry: Cryptocurrency; New business: 89 days; No website presence,2026-02-13 04:22:15.613782
MERCH_00008249,49.2,REVIEW,4.761904761904761,80,95,20,60,25,New business: 49 days; Elevated chargeback rate: 12.40%; No website presence,2026-02-13 04:22:15.789363
MERCH_00008250,36.57,REVIEW,42.857142857142854,15,75,20,30,0,Elevated chargeback rate: 4.32%,2026-02-13 04:22:15.970736
MERCH_00008251,23.21,APPROVE,28.57142857142857,60,10,20,20,0,,2026-02-13 04:22:16.152871
MERCH_00008252,20.96,APPROVE,28.57142857142857,25,10,20,50,0,No website presence,2026-02-13 04:22:16.334802
MERCH_00008253,32.65,REVIEW,9.523809523809526,40,75,20,20,0,Elevated chargeback rate: 3.95%,2026-02-13 04:22:16.512470
MERCH_00008254,40.75,REVIEW,0.0,80,75,20,60,0,New business: 30 days; Elevated chargeback rate: 2.05%,2026-02-13 04:22:16.675784
MERCH_00008255,35.65,REVIEW,9.523809523809526,60,75,20,20,0,Elevated chargeback rate: 2.26%,2026-02-13 04:22:16.821813
MERCH_00008256,23.71,APPROVE,28.57142857142857,60,10,20,25,0,,2026-02-13 04:22:16.966108
MERCH_00008257,34.21,REVIEW,28.57142857142857,80,10,20,50,50,New business: 82 days; No website presence,2026-02-13 04:22:17.101239
MERCH_00008258,20.5,APPROVE,0.0,40,10,20,30,50,,2026-02-13 04:22:17.243654
MERCH_00008259,37.5,REVIEW,0.0,60,50,20,70,50,,2026-02-13 04:22:17.389568
MERCH_00008260,33.81,REVIEW,19.047619047619047,25,75,20,20,15,Elevated chargeback rate: 3.45%,2026-02-13 04:22:17.545461
MERCH_00008261,21.06,APPROVE,19.047619047619047,25,10,20,20,50,,2026-02-13 04:22:17.690702
MERCH_00008262,18.31,APPROVE,19.047619047619047,40,10,20,20,0,,2026-02-13 04:22:17.848524
MERCH_00008263,30.4,REVIEW,9.523809523809526,60,50,20,30,0,,2026-02-13 04:22:17.994904
MERCH_00008264,44.06,REVIEW,19.047619047619047,80,75,20,55,0,New business: 39 days; Elevated chargeback rate: 3.87%; No website presence,2026-02-13 04:22:18.144575
MERCH_00008265,19.45,APPROVE,4.761904761904761,60,10,20,30,0,,2026-02-13 04:22:18.291218
MERCH_00008266,34.2,REVIEW,4.761904761904761,40,75,20,20,25,Elevated chargeback rate: 2.29%,2026-02-13 04:22:18.438832
MERCH_00008267,14.25,APPROVE,0.0,25,10,20,25,15,,2026-02-13 04:22:18.594410
MERCH_00008268,37.56,REVIEW,19.047619047619047,60,75,20,20,0,Elevated chargeback rate: 4.62%,2026-02-13 04:22:18.750790
MERCH_00008269,37.2,REVIEW,4.761904761904761,40,95,20,25,0,Elevated chargeback rate: 5.65%,2026-02-13 04:22:18.901101
MERCH_00008270,17.25,APPROVE,0.0,25,30,20,20,0,,2026-02-13 04:22:19.055710
MERCH_00008271,32.4,REVIEW,9.523809523809526,40,50,20,30,50,,2026-02-13 04:22:19.209733
MERCH_00008272,25.45,APPROVE,4.761904761904761,80,10,20,60,0,New business: 37 days,2026-02-13 04:22:19.361690
MERCH_00008273,36.96,REVIEW,28.57142857142857,40,75,20,25,0,Elevated chargeback rate: 4.41%,2026-02-13 04:22:19.511257
MERCH_00008274,21.21,APPROVE,28.57142857142857,40,10,20,30,0,,2026-02-13 04:22:19.660593
MERCH_00008275,37.06,REVIEW,19.047619047619047,40,75,20,30,15,Elevated chargeback rate: 4.44%,2026-02-13 04:22:19.815164
MERCH_00008276,35.5,REVIEW,0.0,80,50,20,20,50,New business: 30 days,2026-02-13 04:22:19.970876
MERCH_00008277,52.49,REVIEW,76.19047619047619,40,75,20,35,50,High-risk industry: Gambling; Elevated chargeback rate: 2.39%; No website presence,2026-02-13 04:22:20.124121
MERCH_00008278,29.5,APPROVE,0.0,80,10,20,60,50,New business: 30 days; No website presence,2026-02-13 04:22:20.269001
MERCH_00008279,39.21,REVIEW,28.57142857142857,60,50,20,30,50,,2026-02-13 04:22:20.424355
MERCH_00008280,42.7,REVIEW,4.761904761904761,40,75,50,20,50,Elevated chargeback rate: 2.01%,2026-02-13 04:22:20.569288
MERCH_00008281,24.21,APPROVE,28.57142857142857,40,10,20,45,15,No website presence,2026-02-13 04:22:20.715415
MERCH_00008282,43.65,REVIEW,9.523809523809526,80,75,20,20,50,New business: 30 days; Elevated chargeback rate: 2.27%,2026-02-13 04:22:20.864582
MERCH_00008283,31.21,REVIEW,28.57142857142857,80,10,20,20,50,New business: 37 days,2026-02-13 04:22:21.016063
MERCH_00008284,36.79,REVIEW,21.42857142857143,25,75,20,20,40,Elevated chargeback rate: 3.98%,2026-02-13 04:22:21.138152
MERCH_00008285,24.31,APPROVE,19.047619047619047,80,10,20,20,0,New business: 67 days,2026-02-13 04:22:21.268712
MERCH_00008286,30.4,REVIEW,9.523809523809526,25,75,20,20,0,Elevated chargeback rate: 4.26%,2026-02-13 04:22:21.413030
MERCH_00008287,27.0,APPROVE,0.0,40,50,20,45,0,No website presence,2026-02-13 04:22:21.559948
MERCH_00008288,25.82,APPROVE,42.857142857142854,25,30,20,20,0,,2026-02-13 04:22:21.709971
MERCH_00008289,13.2,APPROVE,4.761904761904761,25,10,20,20,0,,2026-02-13 04:22:21.852065
MERCH_00008290,23.56,APPROVE,19.047619047619047,25,30,20,20,25,,2026-02-13 04:22:22.007320
MERCH_00008291,14.15,APPROVE,9.523809523809526,25,10,20,20,0,,2026-02-13 04:22:22.159596
MERCH_00008292,23.5,APPROVE,0.0,60,10,20,30,50,,2026-02-13 04:22:22.278138
MERCH_00008293,38.25,REVIEW,100.0,25,30,20,30,0,High-risk industry: Cryptocurrency,2026-02-13 04:22:22.402419
